#{"t_start": 1682698749.8749187, "env_id": "AcceleratedCart-v1"}
r,l,t
-5.622579,20,31.743077
-4.622466,20,31.927234
-17.957747,20,31.94494
-74.528801,20,32.08362
-1.807154,20,32.260266
-109.130201,20,32.282367
-12.387366,20,33.074025
-9.104844,20,33.092798
-82.617291,20,33.264905
-52.309157,20,33.438529
-55.056896,20,33.466342
-110.570838,20,33.650854
-10.074959,20,34.378847
-4.674275,20,34.40461
-33.028597,20,34.593219
-56.440165,20,34.623676
-57.115132,20,34.792165
-11.167347,20,34.955308
-1.764162,20,35.489759
-9.770137,20,35.705792
-10.914567,20,35.908588
-67.010952,20,35.938664
-8.602494,20,36.089134
-118.901226,20,36.1068
-37.247778,20,36.265287
-7.100367,20,36.885812
-2.963568,20,36.904094
-3.432642,20,37.09879
-21.953766,20,37.2635
-86.177273,20,37.290377
-76.003502,20,37.46194
-8.21857,20,37.975707
-42.380438,20,38.122992
-10.114134,20,38.339872
-31.491077,20,38.362364
-5.072703,20,38.524202
-70.073574,20,38.699928
-10.813991,20,39.220248
-2.860618,20,39.398341
-3.105094,20,39.424995
-27.404029,20,39.597899
-41.804127,20,39.762802
-5.190616,20,39.787876
-4.067243,20,40.42514
-60.721506,20,40.591887
-5.624524,20,40.618846
-17.231111,20,40.780151
-46.368612,20,40.801867
-25.904725,20,40.961654
-6.246747,20,41.170521
-36.141148,20,41.69722
-2.554773,20,41.838919
-13.980815,20,42.009749
-20.638597,20,42.03762
-14.562726,20,42.184188
-47.370278,20,42.204508
-6.59703,20,42.832817
-3.284558,20,42.986217
-56.955353,20,43.009301
-81.98933,20,43.180712
-16.59172,20,43.365189
-30.341255,20,43.393716
-7.97561,20,44.048919
-6.489726,20,44.069826
-36.84341,20,44.249954
-12.604579,20,44.417152
-53.631193,20,44.438104
-54.408294,20,44.596477
-9.223116,20,45.241753
-48.178797,20,45.26116
-59.906777,20,45.450503
-24.442434,20,45.476843
-21.000077,20,45.661029
-3.95864,20,45.816496
-53.596663,20,45.844641
-21.059451,20,46.506881
-110.762991,20,46.686623
-24.001836,20,46.707564
-25.34395,20,46.854485
-9.634072,20,46.874015
-31.600537,20,47.065135
-21.044166,20,47.751715
-57.166452,20,47.782566
-49.343784,20,47.96992
-31.756296,20,48.116503
-25.22896,20,48.136727
-93.759188,20,48.310439
-94.505668,20,48.798565
-6.420334,20,48.968563
-37.539914,20,49.136603
-2.98224,20,49.156638
-10.726564,20,49.325831
-3.007882,20,49.477518
-40.088763,20,49.99163
-2.73193,20,50.172497
-10.40223,20,50.195649
-22.664419,20,50.365497
-45.339073,20,50.528693
-36.970205,20,50.549391
-44.990554,20,50.708018
-29.788393,20,51.337882
-27.668101,20,51.356814
-13.973342,20,51.579722
-20.726114,20,51.628718
-70.109928,20,51.83029
-47.495278,20,51.981104
-55.953166,20,52.48183
-9.583072,20,52.630284
-11.408158,20,52.811112
-12.77523,20,52.830609
-52.307527,20,53.015524
-28.578946,20,53.039391
-6.731652,20,53.683335
-30.828937,20,53.843357
-55.434987,20,53.861892
-9.603072,20,54.027579
-58.239407,20,54.197806
-6.530966,20,54.221859
-19.37037,20,54.873075
-2.152251,20,54.893038
-22.50138,20,55.048886
-45.606083,20,55.28141
-33.796901,20,55.306947
-3.213974,20,55.476833
-4.2167,20,55.651006
-12.044173,20,56.14881
-7.487112,20,56.292379
-41.58199,20,56.315
-10.875117,20,56.483223
-10.132407,20,56.668774
-28.596452,20,56.687275
-4.717697,20,57.318537
-21.060232,20,57.466525
-2.659545,20,57.488375
-19.234643,20,57.686649
-28.71,20,57.706904
-45.956897,20,57.892481
-7.160984,20,58.532651
-13.244388,20,58.552322
-5.167729,20,58.803876
-1.970462,20,58.969147
-2.833205,20,58.990823
-4.566067,20,59.149718
-8.039902,20,59.650956
-13.58091,20,59.830518
-4.114159,20,60.018476
-10.606329,20,60.037421
-21.489345,20,60.210662
-8.180694,20,60.355436
-3.521597,20,60.381711
-2.773626,20,61.045736
-5.037523,20,61.072894
-4.80472,20,61.23692
-4.12839,20,61.402849
-3.713305,20,61.429349
-14.996013,20,61.626156
-2.848511,20,62.300926
-3.740934,20,62.325973
-8.243036,20,62.520266
-12.036186,20,62.542137
-4.738535,20,62.739481
-1.209279,20,62.896705
-2.586788,20,63.41405
-3.23826,20,63.598909
-2.944229,20,63.791484
-4.47059,20,63.816823
-9.012323,20,64.016005
-3.695164,20,64.035724
-2.105562,20,64.70775
-10.883135,20,64.859964
-6.987909,20,64.878526
-4.764177,20,65.051585
-15.280287,20,65.238226
-3.769759,20,65.259142
-3.152879,20,65.436806
-4.05152,20,65.94765
-2.778248,20,66.087156
-5.67611,20,66.231961
-2.666166,20,66.249077
-11.067424,20,66.430331
-5.156145,20,66.595715
-9.170003,20,67.091024
-15.103951,20,67.243149
-2.968176,20,67.261936
-5.428893,20,67.48645
-2.902386,20,67.624598
-3.976786,20,67.644095
-11.681513,20,68.269528
-4.135778,20,68.41681
-4.317823,20,68.44217
-5.733083,20,68.640516
-7.692442,20,68.666804
-4.687867,20,68.850998
-2.172237,20,69.504847
-7.727153,20,69.52191
-4.527311,20,69.680269
-13.812202,20,69.827072
-3.588877,20,69.845942
-11.837576,20,70.006281
-1.702419,20,70.029076
-2.188889,20,70.634708
-9.991966,20,70.789782
-12.628488,20,70.807069
-4.274168,20,70.960573
-2.648982,20,71.108639
-3.02689,20,71.136267
-18.005447,20,71.793763
-2.011336,20,71.813123
-1.712832,20,72.033666
-10.656752,20,72.214677
-2.195426,20,72.235227
-7.186251,20,72.41061
-9.115079,20,73.048113
-3.192326,20,73.075505
-7.149781,20,73.251462
