#{"t_start": 1683905792.719514, "env_id": "AcceleratedCart-v1"}
r,l,t
-51.269896,20,5.044886
-50.246135,20,5.196888
-22.282348,20,5.331059
-71.919343,20,5.494756
-14.499442,20,5.646263
-15.285994,20,5.808634
-10.127738,20,6.666456
-7.342197,20,6.810002
-86.510643,20,6.99344
-11.432706,20,7.168326
-7.475084,20,7.339291
-14.765217,20,7.505446
-67.830403,20,8.149681
-79.63852,20,8.292585
-38.051437,20,8.481637
-4.080585,20,8.63256
-93.499895,20,8.768666
-90.837919,20,8.927633
-77.871856,20,9.570373
-72.176406,20,9.708901
-3.188235,20,9.877359
-61.251796,20,10.012386
-20.978847,20,10.149128
-7.352921,20,10.291171
-43.643922,20,10.455033
-3.408282,20,11.148506
-37.668082,20,11.338459
-59.855508,20,11.474725
-13.769199,20,11.639455
-79.059463,20,11.787243
-102.53415,20,11.93
-18.425106,20,12.611694
-21.471844,20,12.743497
-33.975373,20,12.907374
-7.726858,20,13.050352
-77.434634,20,13.206581
-19.632172,20,13.361401
-75.152376,20,13.982436
-3.196852,20,14.22938
-1.31274,20,14.3847
-16.707784,20,14.545818
-14.483504,20,14.71481
-41.987415,20,14.874069
-16.27737,20,15.56398
-19.361964,20,15.705042
-8.444446,20,15.873908
-47.861249,20,16.045219
-4.059769,20,16.196057
-24.098533,20,16.339734
-101.683844,20,16.498944
-2.723182,20,17.160139
-59.482825,20,17.320361
-9.372939,20,17.492586
-13.729066,20,17.661996
-39.01387,20,17.820865
-6.522665,20,17.965107
-3.320068,20,18.589179
-23.713398,20,18.731536
-21.049237,20,18.964755
-2.442807,20,19.149268
-48.907693,20,19.278419
-8.539488,20,19.459561
-9.187161,20,20.088143
-35.047758,20,20.236261
-33.907684,20,20.40365
-35.618746,20,20.559687
-38.381277,20,20.717259
-13.809671,20,20.856887
-4.169728,20,21.495049
-8.989375,20,21.668019
-9.451593,20,21.821252
-23.092914,20,21.973335
-32.956361,20,22.10959
-2.943515,20,22.269768
-2.348351,20,22.443807
-1.520461,20,23.113301
-8.902388,20,23.362447
-4.717421,20,23.503772
-11.905087,20,23.654182
-7.157152,20,23.793819
-7.218891,20,23.944765
-26.705111,20,24.601056
-5.34503,20,24.731932
-5.267882,20,24.88632
-3.929307,20,25.045034
-8.800268,20,25.194085
-7.63466,20,25.348155
-10.987045,20,26.020236
-6.732974,20,26.161329
-17.021957,20,26.318186
-6.496002,20,26.466016
-5.339559,20,26.632663
-4.770473,20,26.792643
-19.353014,20,27.451803
-4.206006,20,27.615773
-11.636609,20,27.826023
-8.843705,20,27.978218
-11.814787,20,28.130752
-7.901568,20,28.274217
-4.451086,20,28.425474
-4.174898,20,29.026829
-6.481493,20,29.202199
-3.636958,20,29.343201
-10.806282,20,29.482831
-10.459961,20,29.631598
-8.203327,20,29.786638
-14.142255,20,30.427458
-4.009819,20,30.570643
-3.372546,20,30.729543
-4.88532,20,30.861071
-16.164658,20,31.02137
-3.917743,20,31.178144
-3.299518,20,31.885208
-2.543248,20,32.039867
-12.441394,20,32.234186
-3.395092,20,32.397477
-2.297593,20,32.544256
-15.517836,20,32.699474
-3.122823,20,33.348102
-1.784243,20,33.469524
-3.034668,20,33.691998
-1.798441,20,33.846054
-4.514948,20,34.00525
-23.149697,20,34.161744
-4.675049,20,34.308927
-5.403163,20,34.905112
-5.187466,20,35.064592
-4.25111,20,35.213599
-4.330172,20,35.373345
-6.335522,20,35.53714
-15.997629,20,35.700119
-2.563587,20,36.349921
-9.501009,20,36.470934
-4.203243,20,36.64269
-6.204162,20,36.799952
-16.030156,20,36.950089
-2.366124,20,37.118929
-2.198913,20,37.796627
-5.792938,20,37.932815
-3.257233,20,38.107372
-13.779134,20,38.292343
-3.625337,20,38.454458
-10.925002,20,38.597628
-17.636952,20,39.208024
-11.747839,20,39.344157
-6.526664,20,39.503332
-8.254534,20,39.641468
-9.637492,20,39.784065
-2.6393,20,39.958134
-14.044996,20,40.125299
-3.203704,20,40.80948
-10.03388,20,41.002061
-14.399959,20,41.169924
-3.455443,20,41.343481
-3.550412,20,41.498819
-1.820315,20,41.919656
-2.800202,20,42.604658
-2.600986,20,42.856994
-6.782283,20,43.03543
