#{"t_start": 1683905792.7189736, "env_id": "AcceleratedCart-v1"}
r,l,t
-32.091454,20,5.045365
-7.2154,20,5.197368
-14.731312,20,5.331483
-19.440159,20,5.495177
-51.001478,20,5.646693
-10.211304,20,5.809048
-3.06415,20,6.666944
-53.32544,20,6.810484
-13.548134,20,6.99389
-14.103523,20,7.168748
-75.720203,20,7.339729
-17.521329,20,7.505876
-4.745675,20,8.150127
-7.968171,20,8.293072
-55.361989,20,8.482049
-15.535332,20,8.632968
-2.551721,20,8.769145
-54.973443,20,8.928116
-15.274841,20,9.570853
-59.494306,20,9.709302
-20.184368,20,9.87778
-42.403492,20,10.012816
-15.766774,20,10.149561
-22.61362,20,10.291642
-58.508632,20,10.455418
-10.613036,20,11.148943
-1.516309,20,11.338847
-82.399664,20,11.475124
-68.217329,20,11.639894
-45.037889,20,11.787693
-59.775092,20,11.930412
-62.451114,20,12.612154
-23.386386,20,12.743908
-1.924009,20,12.907771
-17.859492,20,13.050746
-62.569478,20,13.207025
-27.599818,20,13.361874
-43.451332,20,13.982916
-21.035819,20,14.229757
-27.409224,20,14.385131
-38.686539,20,14.546279
-60.692488,20,14.715229
-27.608049,20,14.874476
-13.65048,20,15.564385
-2.470705,20,15.705452
-15.873013,20,15.874321
-14.278327,20,16.045686
-21.32414,20,16.196437
-13.412893,20,16.340214
-41.330302,20,16.49939
-66.873804,20,17.160547
-61.339911,20,17.320777
-5.124527,20,17.492985
-7.559587,20,17.6624
-18.786486,20,17.821342
-21.744758,20,17.965525
-21.675854,20,18.589667
-4.971839,20,18.73194
-16.873005,20,18.965224
-42.255879,20,19.149712
-42.53455,20,19.278732
-31.708529,20,19.459976
-22.960196,20,20.088632
-3.068466,20,20.236718
-1.511023,20,20.404044
-45.51241,20,20.560078
-2.026906,20,20.717661
-11.063447,20,20.857331
-3.236229,20,21.495512
-33.611058,20,21.668493
-9.333505,20,21.821671
-18.865821,20,21.973773
-11.772699,20,22.110056
-49.925052,20,22.269963
-59.617423,20,22.444284
-22.813683,20,23.11369
-16.733075,20,23.362889
-30.52818,20,23.504246
-26.688411,20,23.654624
-1.30991,20,23.794297
-7.587746,20,23.945203
-23.496939,20,24.601538
-3.413043,20,24.732361
-6.151767,20,24.886795
-8.176218,20,25.04547
-5.252022,20,25.194539
-4.252102,20,25.348604
-6.526115,20,26.020718
-4.260131,20,26.161636
-13.357881,20,26.318629
-13.877181,20,26.46643
-3.02808,20,26.633109
-3.969578,20,26.793118
-13.237142,20,27.452173
-6.402843,20,27.616183
-3.560553,20,27.826473
-3.985581,20,27.97863
-6.721008,20,28.131232
-4.698671,20,28.274658
-3.443164,20,28.425956
-4.280519,20,29.027307
-7.208504,20,29.202619
-6.838334,20,29.343641
-4.94953,20,29.483263
-19.618963,20,29.632047
-4.324858,20,29.78705
-8.140428,20,30.427946
-4.735745,20,30.571067
-4.627279,20,30.729957
-6.608296,20,30.861548
-5.338078,20,31.021759
-9.469414,20,31.17862
-5.259895,20,31.885695
-9.391731,20,32.040273
-2.1625,20,32.234623
-2.121656,20,32.397882
-13.87971,20,32.544671
-9.290909,20,32.699919
-2.212787,20,33.348591
-2.595464,20,33.469961
-16.377924,20,33.692385
-12.093993,20,33.846533
-3.743695,20,34.005654
-3.901426,20,34.162169
-5.444549,20,34.309332
-2.627146,20,34.905591
-4.740681,20,35.065008
-3.279464,20,35.213912
-4.415095,20,35.37382
-5.39343,20,35.537529
-13.618786,20,35.700568
-4.414256,20,36.350408
-2.924179,20,36.471415
-9.338169,20,36.643085
-7.328805,20,36.800364
-3.417519,20,36.950487
-3.043322,20,37.119344
-15.83529,20,37.797105
-3.351511,20,37.933256
-3.666964,20,38.107777
-3.630211,20,38.29278
-4.974753,20,38.454885
-3.660044,20,38.59805
-1.315786,20,39.208512
-2.738882,20,39.344395
-20.148911,20,39.503773
-3.073207,20,39.641952
-10.394238,20,39.78451
-6.7685,20,39.958537
-2.290899,20,40.125705
-2.593004,20,40.809939
-3.757177,20,41.002527
-13.2871,20,41.170401
-15.956939,20,41.343964
-6.163311,20,41.499147
-6.046251,20,41.920083
-7.495904,20,42.605145
-1.754256,20,42.8574
-5.547132,20,43.035834
-2.281911,20,43.176405
-4.195674,20,43.346496
-9.458122,20,43.550643
-2.809532,20,44.209307
-3.260691,20,44.363977
-6.370399,20,44.52606
-8.263933,20,44.691109
-3.638895,20,44.87923
-12.419509,20,45.051125
-6.117937,20,45.751119
-2.75308,20,45.912961
-1.797311,20,46.073131
-5.504274,20,46.276642
-6.217769,20,46.478628
-2.282729,20,46.631134
-2.093403,20,46.796662
-10.708572,20,47.54683
-8.418613,20,47.706306
-2.838256,20,47.86652
