#{"t_start": 1683905792.7203126, "env_id": "AcceleratedCart-v1"}
r,l,t
-108.582654,20,5.044176
-19.834872,20,5.196149
-15.745304,20,5.330378
-3.232446,20,5.494079
-1.840982,20,5.645577
-24.317371,20,5.807947
-26.223321,20,6.665741
-8.051093,20,6.809261
-74.465253,20,6.992734
-0.705334,20,7.167668
-21.781791,20,7.33859
-26.874523,20,7.504723
-82.247348,20,8.148967
-23.112685,20,8.29188
-53.898664,20,8.480965
-8.337277,20,8.631907
-77.239007,20,8.767927
-15.645852,20,8.926931
-19.817315,20,9.569698
-2.116524,20,9.708215
-54.01872,20,9.876681
-16.638795,20,10.011684
-18.294215,20,10.148438
-2.466283,20,10.290448
-39.172015,20,10.454343
-4.416205,20,11.147811
-53.279929,20,11.337818
-24.797208,20,11.474072
-11.628064,20,11.638802
-14.384779,20,11.786571
-36.286642,20,11.92933
-3.907754,20,12.610997
-0.864596,20,12.742843
-23.200021,20,12.906692
-78.123693,20,13.049682
-6.279398,20,13.205896
-9.985118,20,13.360674
-66.914888,20,13.981695
-2.119673,20,14.228756
-12.043784,20,14.384013
-11.162491,20,14.545102
-56.140949,20,14.714104
-9.666472,20,14.873404
-1.799356,20,15.563287
-11.650845,20,15.704337
-1.181926,20,15.873245
-5.319676,20,16.044495
-8.644222,20,16.195426
-64.688273,20,16.338996
-3.478419,20,16.498272
-36.094221,20,17.159439
-60.304067,20,17.319657
-11.710775,20,17.491915
-71.575557,20,17.661334
-27.289292,20,17.820129
-17.866912,20,17.964406
-46.389192,20,18.588464
-46.770663,20,18.730863
-10.429485,20,18.964029
-44.778992,20,19.148562
-14.64899,20,19.277768
-60.602263,20,19.458913
-4.980585,20,20.087428
-4.825472,20,20.235579
-3.933209,20,20.402998
-8.314165,20,20.559002
-3.865179,20,20.716599
-11.126701,20,20.856185
-3.086769,20,21.494358
-22.511122,20,21.667283
-8.415798,20,21.820595
-10.370688,20,21.972637
-7.782609,20,22.108873
-15.439227,20,22.269305
-62.855843,20,22.443109
-11.906561,20,23.112657
-18.738283,20,23.361748
-2.668253,20,23.503078
-8.535713,20,23.653481
-3.039359,20,23.793118
-28.591261,20,23.944063
-8.305332,20,24.60035
-13.664345,20,24.7312
-18.496865,20,24.885592
-11.722031,20,25.044341
-5.06745,20,25.193374
-6.005162,20,25.347483
-3.946773,20,26.019492
-5.914514,20,26.160676
-4.038042,20,26.317542
-6.99007,20,26.465346
-3.263619,20,26.631996
-17.993127,20,26.791942
-8.288882,20,27.45117
-3.240581,20,27.615093
-11.670392,20,27.825317
-3.665778,20,27.97755
-5.788494,20,28.130015
-7.501613,20,28.273554
-3.71393,20,28.424734
-2.838553,20,29.026128
-7.954811,20,29.201524
-8.612104,20,29.342503
-4.125706,20,29.482142
-18.483438,20,29.630926
-2.84215,20,29.785944
-3.225371,20,30.426743
-2.903387,20,30.569947
-3.270529,20,30.728856
-6.063818,20,30.860366
