#{"t_start": 1683905792.7178702, "env_id": "AcceleratedCart-v1"}
r,l,t
-72.377254,20,5.046264
-9.099604,20,5.198286
-82.344289,20,5.33235
-35.835145,20,5.49603
-0.595353,20,5.647571
-10.832479,20,5.809924
-98.437705,20,6.667904
-1.846454,20,6.81147
-6.881344,20,6.99477
-34.405225,20,7.169634
-64.319141,20,7.340491
-11.518431,20,7.506788
-31.006367,20,8.151089
-8.912125,20,8.294063
-75.016408,20,8.482932
-22.659872,20,8.633805
-26.1635,20,8.770061
-2.113119,20,8.9291
-18.171507,20,9.571807
-3.183099,20,9.7102
-10.462721,20,9.878641
-25.789833,20,10.01369
-14.229039,20,10.150479
-12.942434,20,10.292442
-17.891703,20,10.456064
-54.851042,20,11.149837
-10.518922,20,11.33965
-29.109296,20,11.475927
-28.518686,20,11.640684
-119.085082,20,11.788579
-5.436475,20,11.931242
-0.462678,20,12.613113
-2.378285,20,12.744765
-18.131207,20,12.908682
-16.059304,20,13.051589
-31.998097,20,13.207911
-28.129756,20,13.362832
-2.92322,20,13.98387
-20.558322,20,14.230556
-12.432651,20,14.386013
-10.149736,20,14.547149
-47.913934,20,14.716066
-41.966461,20,14.875319
-47.350473,20,15.565339
-59.307124,20,15.706303
-3.339639,20,15.87515
-35.001823,20,16.046634
-2.745421,20,16.197205
-1.862755,20,16.34114
-19.028055,20,16.500273
-0.935247,20,17.161418
-2.228572,20,17.321658
-9.742406,20,17.493835
-3.424835,20,17.663228
-5.782604,20,17.822267
-6.873501,20,17.96645
-10.964444,20,18.590627
-1.644529,20,18.732835
-34.757118,20,18.966166
-3.785606,20,19.150547
-12.038218,20,19.279532
-40.379098,20,19.460857
-57.515853,20,20.089596
-6.492793,20,20.237616
-8.552268,20,20.404865
-4.236438,20,20.561045
-14.491747,20,20.718479
-2.294568,20,20.858237
-12.661556,20,21.49643
-5.972321,20,21.669338
-44.568888,20,21.822525
-22.910919,20,21.974573
-8.013141,20,22.110982
-13.680289,20,22.270688
-7.288567,20,22.445218
-3.091886,20,23.114441
-4.322854,20,23.363792
-21.27291,20,23.505114
-7.017321,20,23.65553
-9.897468,20,23.795233
-14.82719,20,23.946112
-7.669551,20,24.602476
-5.60266,20,24.733305
-14.417328,20,24.887691
-25.196289,20,25.04636
-8.579588,20,25.195466
-8.53666,20,25.349487
-8.802789,20,26.02166
-4.417616,20,26.162544
-26.162412,20,26.31954
-4.121084,20,26.467256
-8.720759,20,26.633985
-7.828872,20,26.794054
-16.513165,20,27.452946
-3.957139,20,27.616986
-8.911308,20,27.82739
-3.325832,20,27.979471
-15.28607,20,28.132172
-5.655606,20,28.275523
-3.618957,20,28.426934
-7.095181,20,29.028242
-3.448503,20,29.203474
-7.128401,20,29.34454
-2.809722,20,29.484149
-19.402958,20,29.632933
-14.15296,20,29.787862
-9.543861,20,30.428906
-2.287921,20,30.57194
-10.642488,20,30.730826
-8.781953,20,30.86252
-15.745583,20,31.022652
-13.821513,20,31.179525
-3.033433,20,31.886654
-3.475781,20,32.041113
-6.83408,20,32.235516
-4.045459,20,32.398712
-5.409815,20,32.545574
-1.407608,20,32.700825
-8.708687,20,33.349556
-3.289096,20,33.470777
-12.898952,20,33.693217
-12.382451,20,33.847512
-2.001261,20,34.00651
-11.717441,20,34.163011
-10.02121,20,34.31016
-7.072014,20,34.906528
-4.701708,20,35.065858
-11.931151,20,35.214751
-5.450728,20,35.374727
-2.599819,20,35.538331
-9.278615,20,35.701449
-13.198984,20,36.351375
-3.476624,20,36.472404
-3.069048,20,36.643728
-4.290615,20,36.801188
-6.30383,20,36.951251
-3.478258,20,37.120171
-4.511669,20,37.798039
-4.254547,20,37.934122
-2.311416,20,38.108606
-3.626659,20,38.293639
-3.116275,20,38.455751
-1.97049,20,38.598915
-3.344263,20,39.209506
-5.143854,20,39.345295
-2.977029,20,39.504672
-16.336481,20,39.642912
-5.720448,20,39.785349
-1.687592,20,39.959365
-1.584262,20,40.126532
-8.27229,20,40.810844
-3.478433,20,41.003483
-3.512664,20,41.171368
-2.452984,20,41.344951
-13.657413,20,41.499644
-6.422923,20,41.920967
-4.637981,20,42.606081
-2.084071,20,42.85832
-15.279802,20,43.036658
-2.251447,20,43.177303
-2.695512,20,43.347318
-15.89043,20,43.55145
-2.684901,20,44.210298
-4.723381,20,44.364968
-5.518062,20,44.526892
-1.396547,20,44.692034
-11.210417,20,44.880059
-14.92241,20,45.051907
-10.002283,20,45.752064
-10.26296,20,45.913848
-2.583068,20,46.073947
-2.155522,20,46.277502
-3.798778,20,46.479465
-1.832199,20,46.631959
-1.550907,20,46.797304
-3.206132,20,47.547746
-2.786108,20,47.707183
-1.856508,20,47.867497
-4.199978,20,48.028933
-23.204706,20,48.181217
-1.92906,20,48.331291
-8.017522,20,48.992889
-2.421167,20,49.142119
-1.54521,20,49.295942
-11.89069,20,49.431587
-11.721213,20,49.582799
-4.951981,20,49.728799
-2.885493,20,50.352558
-3.84993,20,50.495374
-3.947402,20,50.631064
-1.604068,20,50.799617
-2.229766,20,50.950214
-2.005429,20,51.101018
-2.118672,20,51.771602
-2.106493,20,51.926426
-5.769398,20,52.135656
-2.59628,20,52.276823
-5.050048,20,52.433329
-2.557996,20,52.649245
-5.003527,20,52.83601
-4.507461,20,53.51217
-3.074127,20,53.655509
-7.879617,20,53.796227
-10.569779,20,53.937141
-2.262487,20,54.072471
-2.633249,20,54.225496
-2.552344,20,54.88188
-3.717954,20,55.024455
-15.800658,20,55.180526
-5.940844,20,55.325771
-1.976138,20,55.482736
-9.936264,20,55.653279
-11.231944,20,56.281121
-2.497977,20,56.412973
-11.878737,20,56.628119
-3.513516,20,56.823524
-1.932046,20,56.966092
-6.871732,20,57.115002
-8.134751,20,57.764681
-1.394252,20,57.891652
-2.804345,20,58.03449
-6.645561,20,58.188667
-14.056527,20,58.350644
-9.401675,20,58.580452
-1.699811,20,58.725559
-9.495147,20,59.317345
-1.360193,20,59.465965
-3.293235,20,59.621858
-7.067294,20,59.76871
-2.307125,20,59.936534
-13.264288,20,60.076491
-9.038492,20,60.697902
-0.952652,20,60.826416
-1.392479,20,60.973493
-1.480184,20,61.126628
-1.287292,20,61.285307
-3.850129,20,61.442935
-6.947699,20,62.077089
-1.124969,20,62.205873
-2.93227,20,62.353006
-1.73559,20,62.509528
-1.473679,20,62.660957
-16.49158,20,62.831243
-16.490912,20,63.487523
-14.91662,20,63.638343
-14.528283,20,63.789105
-1.311954,20,63.946634
-7.584597,20,64.114382
-2.156656,20,64.276274
-11.234251,20,64.425039
-5.5788,20,65.026739
-10.192771,20,65.180618
-12.255791,20,65.325019
-1.791897,20,65.479744
-4.066485,20,65.62036
-5.964326,20,65.748693
-14.130813,20,66.381372
-1.408118,20,66.518995
-0.784882,20,66.686971
-4.40494,20,66.85477
-2.298883,20,66.995781
-1.097302,20,67.130991
-3.106329,20,67.75714
-5.696288,20,67.897547
-4.662539,20,68.063753
-1.563861,20,68.227911
-5.549879,20,68.382092
-4.661708,20,68.519786
-13.535453,20,69.165278
-9.029393,20,69.321987
-1.122272,20,69.478905
-1.158381,20,69.627822
-7.582082,20,69.783403
-1.331966,20,69.952841
-4.251781,20,70.105344
-13.369132,20,70.716234
-2.073021,20,70.86356
-11.813804,20,71.010348
-0.945615,20,71.178319
-13.147806,20,71.325917
-1.21579,20,71.467126
-6.165751,20,72.114765
-10.884643,20,72.249049
-12.519717,20,72.469687
-11.368735,20,72.64286
-1.454723,20,72.808035
-9.839659,20,72.971614
-1.167112,20,73.602914
-5.438284,20,73.743525
-1.043325,20,73.886259
-3.626845,20,74.032901
-1.429232,20,74.197729
-2.203516,20,74.358897
-1.520635,20,75.051867
-0.563532,20,75.189144
-1.039235,20,75.341707
-1.473986,20,75.482894
-0.615109,20,75.614992
-0.90536,20,75.774258
-1.024039,20,75.917576
-1.141933,20,76.506377
-8.036502,20,76.752819
-0.848896,20,76.898277
-9.070008,20,77.066471
-1.320791,20,77.208367
-1.018727,20,77.363773
-10.785555,20,77.982891
-5.919765,20,78.131562
-1.671302,20,78.259739
-2.224377,20,78.404162
-7.6833,20,78.533017
-1.481358,20,78.701645
-10.529406,20,79.363818
-11.379848,20,79.501367
-2.868486,20,79.653274
-7.314246,20,79.814379
-2.252138,20,79.971282
-1.108248,20,80.124224
-8.38927,20,80.781938
-1.036171,20,80.964805
-3.278413,20,81.141678
-1.418606,20,81.280419
-2.134399,20,81.404841
-12.582616,20,81.573569
-4.726593,20,81.741872
-2.176585,20,82.368727
-1.28974,20,82.511863
-7.968501,20,82.658895
-9.997733,20,82.817131
-8.405942,20,82.978416
-1.384099,20,83.159022
-1.840216,20,83.86528
-6.64447,20,84.00605
-1.122802,20,84.174599
-13.206276,20,84.341831
-8.714737,20,84.504457
-5.219573,20,84.681399
-4.838613,20,85.349301
-0.887701,20,85.492705
-1.019562,20,85.665015
-1.344344,20,85.839066
-0.901619,20,85.990143
-1.221313,20,86.162663
-1.577324,20,86.929893
-1.270712,20,87.088217
-5.103343,20,87.259247
-4.164269,20,87.43344
-1.593659,20,87.585605
-0.836084,20,87.747154
-1.18034,20,87.89388
-5.300687,20,88.500479
-6.677031,20,88.68242
-5.899624,20,88.867217
-5.816041,20,89.029897
-1.755854,20,89.224336
-2.206681,20,89.452578
-2.793603,20,90.21795
-1.165091,20,90.364867
-0.94744,20,90.548139
-0.814726,20,90.702712
-2.621241,20,90.865968
-6.291666,20,91.01367
-11.433886,20,91.751874
-6.155066,20,91.89313
-0.635216,20,92.058576
-0.82005,20,92.205167
-0.519205,20,92.369235
-1.017918,20,92.491696
-10.514883,20,93.195893
-4.757208,20,93.3385
-0.607492,20,93.483348
-0.847444,20,93.629069
-11.171687,20,93.765703
-10.367658,20,93.941008
-1.202453,20,94.147377
-5.046955,20,94.782223
-6.680675,20,94.939349
-0.955316,20,95.086791
-3.17279,20,95.239796
-3.506705,20,95.418612
-1.61761,20,95.571855
-2.036902,20,96.221154
-9.643929,20,96.381101
-7.845919,20,96.524809
-2.381576,20,96.684021
-2.536299,20,96.844862
-1.232112,20,97.028272
-0.834278,20,97.654453
-0.665806,20,97.796291
-0.602401,20,97.960558
-0.695131,20,98.084552
-14.045536,20,98.248819
-4.15712,20,98.400431
-0.825711,20,99.011177
-0.842682,20,99.141839
-1.310865,20,99.265801
-0.713199,20,99.484238
-2.299285,20,99.637366
-1.626959,20,99.80938
-10.61858,20,99.972839
-3.200567,20,100.633291
-1.79251,20,100.800604
-3.746138,20,100.959308
-1.534035,20,101.116582
-1.43132,20,101.259399
-0.85227,20,101.44218
-5.468599,20,102.102508
-11.354542,20,102.24724
-1.276112,20,102.38789
-0.881532,20,102.544462
-1.334712,20,102.723242
-9.816391,20,102.910267
-1.239966,20,103.551072
-1.094996,20,103.697599
-0.927211,20,103.855043
-1.174605,20,104.010321
-8.023829,20,104.160285
-0.840461,20,104.284261
-0.771704,20,104.969623
-2.499032,20,105.107956
-6.692108,20,105.323108
-6.060101,20,105.45357
-13.159542,20,105.598129
-1.244855,20,105.743647
-0.909006,20,105.892364
-4.524175,20,106.486336
-10.801278,20,106.630329
-1.09054,20,106.783741
-1.387617,20,106.910967
-3.515731,20,107.096902
-1.032502,20,107.31502
-0.882901,20,107.914083
-0.817442,20,108.054305
-0.736606,20,108.196095
-0.899229,20,108.326577
-10.413133,20,108.502572
-1.399437,20,108.66996
-13.601797,20,109.338244
-2.452227,20,109.463073
-0.728335,20,109.641027
-1.339303,20,109.789681
-1.818662,20,109.971129
-4.408367,20,110.160547
-6.462578,20,110.836578
-0.436545,20,110.989696
-0.806436,20,111.147281
-6.976243,20,111.322994
-0.881228,20,111.565746
-0.569938,20,111.730633
-8.043311,20,111.89757
-2.330018,20,112.635316
-0.979666,20,112.800804
-1.522282,20,112.954445
-0.443355,20,113.112029
-1.347412,20,113.26971
-8.979246,20,113.419964
-10.415068,20,114.093788
-1.429037,20,114.247106
-13.555431,20,114.406397
-0.695663,20,114.556714
-4.017149,20,114.747196
-2.484555,20,114.93359
-0.387397,20,115.697111
-0.562811,20,115.85099
-11.56829,20,116.017379
-5.705412,20,116.178518
-8.006894,20,116.345784
-4.449397,20,116.536247
-4.750981,20,117.290978
-4.461828,20,117.428201
-11.190123,20,117.601944
-1.826435,20,117.871625
-7.232446,20,118.043905
-0.537054,20,118.208411
-1.066247,20,118.367496
-0.50249,20,119.007101
-0.384813,20,119.16739
-0.80353,20,119.321465
-8.600779,20,119.468444
-0.667541,20,119.610801
-4.92066,20,119.759948
-4.202806,20,120.428818
-2.92949,20,120.578928
-0.577875,20,120.772833
-0.687441,20,120.923875
-2.794941,20,121.150737
-2.049904,20,121.278771
-0.886393,20,121.942417
-6.41941,20,122.077768
-2.365854,20,122.283122
-0.974178,20,122.451377
-2.082041,20,122.613858
-0.413741,20,122.776163
-1.549478,20,123.464843
-5.225858,20,123.614356
-7.389449,20,123.763891
-2.480376,20,123.906599
-0.441347,20,124.068506
-5.044442,20,124.236156
-2.055445,20,124.426827
-3.546229,20,125.047746
-0.199435,20,125.198534
-6.160848,20,125.413154
-4.620798,20,125.560763
-5.49061,20,125.691661
-0.879311,20,125.825386
-3.913458,20,126.464175
-3.975367,20,126.607437
-0.342183,20,126.749395
-5.362865,20,126.895792
-6.680524,20,127.057425
-0.32187,20,127.19095
-1.172611,20,127.814749
-4.135557,20,127.936822
-1.713165,20,128.096462
-1.482726,20,128.262046
-3.401552,20,128.407739
-2.917643,20,128.590165
-1.446766,20,129.22496
-0.301893,20,129.357389
-0.55576,20,129.502883
-0.199112,20,129.664048
-0.384808,20,129.818292
-3.335938,20,129.989651
-0.36721,20,130.123999
-9.1255,20,130.836536
-5.562027,20,131.009114
-2.223462,20,131.165686
-7.320594,20,131.307325
-0.93804,20,131.447468
-3.171148,20,131.603916
-0.418382,20,132.264689
-9.126749,20,132.414463
-0.337476,20,132.583764
-5.415685,20,132.75333
-1.035063,20,132.921764
-3.597652,20,133.102527
-0.296273,20,133.751012
-6.170332,20,133.887806
-4.766235,20,134.032503
-0.273729,20,134.190269
-1.664102,20,134.347974
-0.735588,20,134.507754
-2.420839,20,135.312292
-0.502489,20,135.4806
-5.648646,20,135.660119
-4.854689,20,135.815156
-1.799671,20,136.010184
-4.734792,20,136.172403
-0.324911,20,136.358539
-10.749635,20,137.051443
-3.300124,20,137.236108
-0.416196,20,137.424935
-9.447056,20,137.590662
-0.393558,20,137.778671
-0.80344,20,137.945851
-10.051725,20,138.660666
-0.728946,20,138.889801
-0.832303,20,139.055223
-7.543114,20,139.187339
-1.071423,20,139.357945
-8.001242,20,139.534508
-0.741852,20,140.191866
-9.456403,20,140.347048
-5.584204,20,140.506331
-1.956065,20,140.651865
-0.374523,20,140.777297
-6.692422,20,140.921763
-2.353527,20,141.600616
-2.743134,20,141.772515
-1.437252,20,141.926545
-7.912857,20,142.085933
-5.882514,20,142.243702
-1.963482,20,142.400774
-0.98721,20,142.567912
-5.448069,20,143.320168
-0.338078,20,143.531389
-1.140435,20,143.791561
-1.699153,20,143.99613
-0.243907,20,144.160209
-0.408791,20,144.339648
-3.348939,20,145.160881
-1.661004,20,145.329081
-6.818985,20,145.488662
-2.524865,20,145.656326
-5.85591,20,145.839788
-4.201263,20,146.005377
-7.789167,20,146.766587
-4.487413,20,146.912024
-4.506566,20,147.107717
-1.03742,20,147.305986
-2.071365,20,147.464073
-2.768291,20,147.645097
-5.368067,20,148.295019
-1.866832,20,148.418613
-1.438423,20,148.566563
-5.768921,20,148.707779
-0.621973,20,148.866518
-9.543239,20,149.022621
-0.231296,20,149.200207
-5.660824,20,149.929133
-4.309387,20,150.078668
-0.232544,20,150.239885
-0.307142,20,150.423013
-0.315224,20,150.576707
-0.553382,20,150.722013
-0.463146,20,151.403456
