#{"t_start": 1684137781.4163156, "env_id": "AcceleratedCart-v1"}
r,l,t
-3.743617,50,1.427332
-1.522446,50,1.621916
-6.514914,50,3.0908
-87.149834,50,3.305013
-14.391777,50,3.513435
-34.840577,50,4.908528
-80.095695,50,5.130395
-103.980218,50,6.54179
-6.130685,50,6.728978
-4.157683,50,6.941868
-74.792932,50,8.413688
-3.83751,50,8.621906
-4.349281,50,10.027018
-4.160541,50,10.324413
-68.76395,50,10.544793
-18.024058,50,11.9241
-21.025463,50,12.138299
-17.213853,50,13.546065
-10.201467,50,13.742848
-54.180598,50,13.953235
-36.839087,50,15.328193
-34.06771,50,15.539988
-62.446411,50,16.919079
-71.8851,50,17.108686
-33.019871,50,17.310806
-19.601711,50,18.747964
-24.694431,50,18.967851
-25.057694,50,20.313839
-37.961266,50,20.572505
-23.131475,50,20.784274
-54.276645,50,22.146045
-30.486288,50,22.368699
-11.796836,50,23.773606
-46.878048,50,23.975505
-21.28762,50,24.253911
-10.386254,50,25.61877
-44.518548,50,25.821612
-6.943746,50,27.215527
-10.851488,50,27.477266
-4.335486,50,27.711848
-6.745388,50,29.073381
-61.747782,50,29.304685
-63.023593,50,30.694496
-53.74123,50,30.892938
-4.299701,50,31.095277
-3.265436,50,32.483099
-2.692123,50,32.712754
-34.986392,50,34.120107
-10.759345,50,34.325564
-6.285852,50,34.533388
-27.405275,50,35.980655
-7.814426,50,36.20906
-7.340279,50,37.726835
-2.904581,50,37.918435
-6.827121,50,38.102684
-7.650838,50,39.4418
-6.84094,50,39.631152
-2.627619,50,40.98279
-6.4259,50,41.152218
-2.084187,50,41.422455
-15.637027,50,42.728151
-20.014833,50,42.95596
-2.278055,50,44.246201
-6.752297,50,44.417099
-2.223538,50,44.628942
-16.933552,50,45.928345
-2.877015,50,46.127551
-1.911187,50,47.508851
-6.174406,50,47.716095
-3.682405,50,47.938949
-8.645953,50,49.3253
-17.010021,50,49.56708
-4.229291,50,51.007606
-12.218595,50,51.2112
-19.551404,50,51.416038
-4.829303,50,52.847101
-8.842986,50,53.056395
-6.538386,50,54.586395
-3.485349,50,54.882714
-3.804846,50,55.175152
-10.307085,50,56.523557
-18.258866,50,56.727036
-7.824338,50,58.055658
-3.000075,50,58.242934
-3.421952,50,58.437911
-2.673151,50,59.880892
-17.883737,50,60.089993
-4.939471,50,61.453928
-4.680282,50,61.619992
-18.482766,50,61.815558
-2.063616,50,63.148584
-6.396183,50,63.432585
-3.04962,50,64.760545
-8.913817,50,65.015304
-20.603,50,65.230306
-5.829029,50,66.585425
-9.333582,50,66.800887
-15.254982,50,68.112579
-6.240871,50,68.280144
-4.209272,50,68.462094
-7.795177,50,69.854408
-11.390892,50,70.05577
-8.083017,50,71.444867
-8.746215,50,71.666576
-8.3878,50,71.86914
-4.922525,50,73.218053
-4.086291,50,73.415679
-2.342211,50,74.808821
-16.953849,50,75.013731
-4.385195,50,75.236997
-11.680768,50,76.543732
-17.191257,50,76.714162
-5.830004,50,78.045089
-5.057029,50,78.242153
-5.965207,50,78.442231
-4.440395,50,79.769383
-2.680934,50,79.993113
-5.943263,50,81.349674
-10.026351,50,81.524206
-1.894883,50,81.708894
-2.492983,50,83.081345
-8.848761,50,83.342962
-3.556632,50,84.729866
-2.205219,50,84.91986
-1.920695,50,85.102727
-2.254539,50,86.387354
-5.68599,50,86.656471
-2.765162,50,87.973244
-2.063551,50,88.143357
-5.156083,50,88.326936
-2.1482,50,89.621821
-4.943206,50,89.808908
-2.501106,50,91.084703
-7.651832,50,91.260454
-2.289746,50,91.440674
-3.427111,50,92.706126
-3.90457,50,92.911143
-4.951424,50,94.239481
-2.339206,50,94.416897
-14.188048,50,94.594697
-2.214348,50,95.891831
-11.151941,50,96.08166
-5.301107,50,97.388845
-2.926567,50,97.549497
-12.415693,50,97.732977
-2.165773,50,99.025105
-10.318307,50,99.233379
-3.54057,50,100.611356
-3.418859,50,100.893254
-2.596693,50,101.159495
-2.183417,50,102.62793
-2.787529,50,102.828286
-2.371148,50,104.172269
-2.139748,50,104.385088
-6.119302,50,104.68024
-7.504879,50,106.166194
-2.378193,50,106.377055
-16.898181,50,107.728932
-2.591748,50,107.93655
-3.396685,50,108.126679
-3.054109,50,109.487584
-10.447173,50,109.708887
-5.495951,50,111.109606
-2.430792,50,111.300771
-2.800055,50,111.509246
-3.197066,50,112.983635
-4.807913,50,113.178608
-10.701538,50,114.505925
-10.740145,50,114.688007
-2.021395,50,114.869909
-2.376515,50,116.212036
-9.840926,50,116.455281
-1.81781,50,117.876716
-2.077523,50,118.056557
-2.979307,50,118.26169
-2.028362,50,119.621411
-2.602526,50,119.797538
-12.433662,50,121.11978
-7.514143,50,121.347114
-2.38536,50,121.528912
-2.946915,50,122.841527
-4.810776,50,123.022815
-3.263463,50,124.346265
-17.762623,50,124.592394
-4.024052,50,124.893414
-9.700048,50,126.228774
